,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
218,2024-10-10,ALL,,0.0,0,0,0,92853852,,,99767600,,7124348,
219,2024-10-11,集运欧线加权,反手平空,1929.4,10,152991,0,92892094,1700,0,99863450,2147.4,6971356,-114750.0
220,2024-10-11,集运欧线加权,开多仓,1929.4,10,173646,0,92718448,1929,109000,99972450,2147.4,7145002,
221,2024-10-11,1000股指加权,不交易,0.0,0,0,0,92718448,5712,667600,100640050,5377.8,7145002,
222,2024-10-11,50股指加权,不交易,0.0,0,0,0,92718448,2654,-123600,100516450,2695.2,7145002,
223,2024-10-11,PTA加权,不交易,0.0,0,0,0,92718448,5240,-200,100516250,5244.0,7145002,
224,2024-10-11,乙二醇加权,不交易,0.0,0,0,0,92718448,4732,-5300,100510950,4785.0,7145002,
225,2024-10-11,PVC加权,不交易,0.0,0,0,0,92718448,5700,3950,100514900,5621.0,7145002,
226,2024-10-11,十年债加权,不交易,0.0,0,0,0,92718448,106,30000,100544900,105.9,7145002,
227,2024-10-11,原油加权,不交易,0.0,0,0,0,92718448,551,-115000,100429900,562.7,7145002,
228,2024-10-11,300股指加权,不交易,0.0,0,0,0,92718448,3930,77400,100507300,3904.0,7145002,
229,2024-10-11,工业硅加权,不交易,0.0,0,0,0,92718448,11035,-17250,100490050,11380.0,7145002,
230,2024-10-11,尿素加权,不交易,0.0,0,0,0,92718448,1871,8200,100498250,1830.0,7145002,
231,2024-10-11,棕榈油加权,不交易,0.0,0,0,0,92718448,8616,-16000,100482250,8776.0,7145002,
232,2024-10-11,棉花加权,不交易,0.0,0,0,0,92718448,14305,7000,100489250,14165.0,7145002,
233,2024-10-11,橡胶加权,不交易,0.0,0,0,0,92718448,18885,78500,100567750,18100.0,7145002,
234,2024-10-11,沪锡加权,不交易,0.0,0,0,0,92718448,264490,-33200,100534550,267810.0,7145002,
235,2024-10-11,沪铝加权,不交易,0.0,0,0,0,92718448,20525,-15250,100519300,20830.0,7145002,
236,2024-10-11,沪镍加权,不交易,0.0,0,0,0,92718448,132610,-21000,100498300,134710.0,7145002,
237,2024-10-11,焦炭加权,不交易,0.0,0,0,0,92718448,2144,3500,100501800,2141.0,7145002,
238,2024-10-11,热轧卷板加权,不交易,0.0,0,0,0,92718448,3577,-2800,100499000,3605.0,7145002,
239,2024-10-11,焦煤加权,不交易,0.0,0,0,0,92718448,1486,-2400,100496600,1489.5,7145002,
240,2024-10-11,玻璃加权,不交易,0.0,0,0,0,92718448,1228,4400,100501000,1206.0,7145002,
241,2024-10-11,玉米加权,不交易,0.0,0,0,0,92718448,2211,-700,100500300,2218.0,7145002,
242,2024-10-11,生猪加权,不交易,0.0,0,0,0,92718448,15645,48800,100549100,15340.0,7145002,
243,2024-10-11,瓶片加权,不交易,0.0,0,0,0,92718448,6510,-600,100548500,6514.0,7145002,
244,2024-10-11,白糖加权,不交易,0.0,0,0,0,92718448,5859,-5700,100542800,5916.0,7145002,
245,2024-10-11,碳酸锂加权,不交易,0.0,0,0,0,92718448,78400,21450,100564250,76255.0,7145002,
246,2024-10-11,甲醇加权,不交易,0.0,0,0,0,92718448,2510,1100,100565350,2499.0,7145002,
247,2024-10-11,红枣加权,不交易,0.0,0,0,0,92718448,9940,14750,100580100,9645.0,7145002,
248,2024-10-11,硅铁加权,不交易,0.0,0,0,0,92718448,6604,-3600,100576500,6676.0,7145002,
249,2024-10-11,纯碱加权,不交易,0.0,0,0,0,92718448,1510,-5200,100571300,1536.0,7145002,
250,2024-10-11,纸浆加权,不交易,0.0,0,0,0,92718448,5776,-12800,100558500,5904.0,7145002,
